,NOC,Gold,Silver,Bronze,Total,Year,Past_Gold,Past_Silver,Past_Bronze,Past_Total,Events_Count,Sports_Count,isHoster,Country_Type,Ath_Score,Good_Ath_Ratio
81,ANT,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0,16.868681090049684,0.5517241379310345
82,ANT,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0,16.110537948524694,0.44
83,ANT,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0,11.075012514347343,0.6666666666666666
84,ANT,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,14.42814574385039,0.631578947368421
85,ANT,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,5.273050906904653,0.5
86,ANT,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,4.379908385873391,0.4
87,ANT,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,2.7642296085899334,0.4
88,ANT,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,2.1739371040558266,0.5
89,ANT,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,5.048112892277772,0.5555555555555556
90,ANT,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,2.978706033253645,0.5
91,ANZ,1.0,2.0,2.0,5.0,1908,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0,,
92,ANZ,2.0,2.0,3.0,7.0,1912,1.0,2.0,2.0,5.0,38.0,38.0,0.0,0,18.791040340477906,0.9166666666666666
93,ARG,0.0,0.0,0.0,0.0,1900,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,,
94,ARG,0.0,0.0,0.0,0.0,1908,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0151117230579498,1.0
95,ARG,0.0,0.0,0.0,0.0,1920,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0190374175446956,1.0
96,ARG,1.0,3.0,2.0,6.0,1924,0.0,0.0,0.0,0.0,109.0,109.0,0.0,0,0.3841058767624551,1.0
97,ARG,3.0,3.0,1.0,7.0,1928,1.0,3.0,2.0,6.0,98.0,98.0,0.0,0,18.672846636118024,0.9391304347826087
98,ARG,3.0,1.0,0.0,4.0,1932,3.0,3.0,1.0,7.0,47.0,47.0,0.0,0,19.84891993085338,0.9217391304347826
99,ARG,2.0,2.0,3.0,7.0,1936,3.0,1.0,0.0,4.0,68.0,68.0,0.0,0,7.060367217100502,0.8936170212765957
100,ARG,3.0,3.0,1.0,7.0,1948,2.0,2.0,3.0,7.0,295.0,295.0,0.0,0,26.53337532046497,0.7887323943661971
101,ARG,1.0,2.0,2.0,5.0,1952,3.0,3.0,1.0,7.0,174.0,174.0,0.0,0,88.8358512095462,0.7625
102,ARG,0.0,1.0,1.0,2.0,1956,1.0,2.0,2.0,5.0,44.0,44.0,0.0,0,60.76808589812658,0.8429319371727748
103,ARG,0.0,1.0,1.0,2.0,1960,0.0,1.0,1.0,2.0,116.0,116.0,0.0,0,13.060679561322663,0.8979591836734694
104,ARG,0.0,1.0,0.0,1.0,1964,0.0,1.0,1.0,2.0,148.0,148.0,0.0,0,40.85702398402073,0.8467741935483871
105,ARG,0.0,0.0,2.0,2.0,1968,0.0,1.0,0.0,1.0,132.0,132.0,0.0,0,57.61411663940189,0.7621951219512195
106,ARG,0.0,1.0,0.0,1.0,1972,0.0,0.0,2.0,2.0,123.0,123.0,0.0,0,57.935000596805345,0.7297297297297297
107,ARG,0.0,0.0,0.0,0.0,1976,0.0,0.0,0.0,0.0,106.0,106.0,0.0,0,47.84378652303619,0.7575757575757576
108,ARG,0.0,0.0,0.0,0.0,1984,0.0,0.0,0.0,0.0,115.0,115.0,0.0,0,45.30289589940539,0.6869565217391305
109,ARG,0.0,1.0,1.0,2.0,1988,0.0,1.0,0.0,1.0,134.0,134.0,0.0,0,63.808024855006295,0.7166666666666667
110,ARG,0.0,0.0,1.0,1.0,1992,0.0,1.0,1.0,2.0,111.0,111.0,0.0,0,84.34623901343917,0.6621621621621622
111,ARG,0.0,2.0,1.0,3.0,1996,0.0,0.0,1.0,1.0,221.0,221.0,0.0,0,73.37815598079008,0.5689655172413793
112,ARG,0.0,2.0,2.0,4.0,2000,0.0,2.0,1.0,3.0,165.0,165.0,0.0,0,210.36787995078467,0.5086206896551724
113,ARG,2.0,0.0,4.0,6.0,2004,0.0,2.0,2.0,4.0,179.0,179.0,0.0,0,192.18338904353504,0.4678362573099415
114,ARG,2.0,0.0,4.0,6.0,2008,2.0,0.0,4.0,6.0,145.0,145.0,0.0,0,302.1932964681957,0.38071065989847713
115,ARG,1.0,1.0,2.0,4.0,2012,2.0,0.0,4.0,6.0,148.0,148.0,0.0,0,248.83638383316077,0.35294117647058826
116,ARG,3.0,1.0,0.0,4.0,2016,1.0,1.0,2.0,4.0,232.0,232.0,0.0,0,226.8286935380586,0.29878048780487804
117,ARG,0.0,1.0,2.0,3.0,2020,3.0,1.0,0.0,4.0,208.0,208.0,0.0,0,258.58638199510824,0.516245487364621
118,ARG,1.0,1.0,1.0,3.0,2024,0.0,1.0,2.0,3.0,154.0,154.0,0.0,0,183.2388372932715,0.5116279069767442
119,ARM,1.0,1.0,0.0,2.0,1996,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0,,
120,ARM,0.0,0.0,1.0,1.0,2000,1.0,1.0,0.0,2.0,26.0,26.0,0.0,0,40.00285903260728,0.5510204081632653
121,ARM,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0,14.804569754668373,0.6333333333333333
122,ARM,0.0,1.0,4.0,5.0,2008,0.0,0.0,1.0,1.0,26.0,26.0,0.0,0,20.36867396971008,0.42857142857142855
123,ARM,0.0,1.0,1.0,2.0,2012,0.0,1.0,4.0,5.0,31.0,31.0,0.0,0,31.052149640240312,0.4642857142857143
124,ARM,1.0,3.0,0.0,4.0,2016,0.0,1.0,1.0,2.0,34.0,34.0,0.0,0,99.63514953930853,0.35
125,ARM,0.0,2.0,2.0,4.0,2020,1.0,3.0,0.0,4.0,19.0,19.0,0.0,0,47.810220678497906,0.4864864864864865
126,ARM,0.0,3.0,1.0,4.0,2024,0.0,2.0,2.0,4.0,17.0,17.0,0.0,0,41.65011924026588,0.3333333333333333
127,ARU,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0,,
128,ARU,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,3.588525200454085,1.0
129,ARU,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.1522779071494471,1.0
130,ARU,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,0.9126981508593306,1.0
131,ARU,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.3637191291856006,1.0
132,ARU,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.3976438957168786,1.0
133,ARU,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0.4231884078731636,1.0
134,ARU,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,1.1645033647679728,0.75
135,ARU,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,3.7664840567981974,0.625
136,ARU,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,4.1160527817127335,0.4
137,ASA,0.0,0.0,0.0,0.0,1988,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,,
138,ASA,0.0,0.0,0.0,0.0,1992,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.6487099100596718,0.8571428571428571
139,ASA,0.0,0.0,0.0,0.0,1996,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,1.2057318555064493,0.6666666666666666
140,ASA,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,2.1869494113001426,0.7142857142857143
141,ASA,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,1.5568414007051627,0.8
142,ASA,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,1.219310494493496,0.6666666666666666
143,ASA,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0.8463768157463272,1.0
144,ASA,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,0.900332005375044,1.0
145,ASA,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0,0.9542871950037612,1.0
146,ASA,0.0,0.0,0.0,0.0,2024,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.8055023787496247,0.8333333333333334
147,AUS,2.0,0.0,0.0,2.0,1896,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1,,
148,AUS,2.0,0.0,3.0,5.0,1900,2.0,0.0,0.0,2.0,6.0,6.0,0.0,1,4.0670963741507755,0.5
149,AUS,0.0,3.0,1.0,4.0,1904,2.0,0.0,3.0,5.0,6.0,6.0,0.0,1,4.204482336590699,0.0
150,AUS,0.0,0.0,0.0,0.0,1906,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1,3.90620395653423,0.3333333333333333
151,AUS,0.0,2.0,1.0,3.0,1920,0.0,3.0,1.0,4.0,29.0,29.0,0.0,1,3.720867093091919,0.8125
152,AUS,3.0,1.0,2.0,6.0,1924,0.0,2.0,1.0,3.0,60.0,60.0,0.0,1,16.72139068055818,0.6756756756756757
153,AUS,1.0,2.0,1.0,4.0,1928,3.0,1.0,2.0,6.0,29.0,29.0,0.0,1,28.534401190920676,0.7142857142857143
154,AUS,3.0,1.0,1.0,5.0,1932,1.0,2.0,1.0,4.0,20.0,20.0,0.0,1,15.962803712100854,0.7142857142857143
155,AUS,0.0,0.0,1.0,1.0,1936,3.0,1.0,1.0,5.0,39.0,39.0,0.0,1,14.430745637626826,0.5909090909090909
156,AUS,2.0,6.0,5.0,13.0,1948,0.0,0.0,1.0,1.0,103.0,103.0,0.0,1,11.259523604196257,0.9069767441860465
157,AUS,6.0,2.0,3.0,11.0,1952,2.0,6.0,5.0,13.0,140.0,140.0,0.0,1,93.92851963061867,0.6293103448275862
158,AUS,13.0,8.0,14.0,35.0,1956,6.0,2.0,3.0,11.0,412.0,412.0,0.0,1,140.9171438364071,0.519774011299435
159,AUS,8.0,8.0,6.0,22.0,1960,13.0,8.0,14.0,35.0,280.0,280.0,0.0,1,468.3392029386068,0.5578947368421052
160,AUS,6.0,2.0,10.0,18.0,1964,8.0,8.0,6.0,22.0,392.0,392.0,0.0,1,410.8265661942409,0.4738562091503268
161,AUS,5.0,7.0,5.0,17.0,1968,6.0,2.0,10.0,18.0,224.0,224.0,0.0,1,496.22245835982045,0.5
162,AUS,8.0,7.0,2.0,17.0,1972,5.0,7.0,5.0,17.0,266.0,266.0,0.0,1,370.20249881128177,0.31196581196581197
163,AUS,0.0,1.0,4.0,5.0,1976,8.0,7.0,2.0,17.0,274.0,274.0,0.0,1,428.7538278852421,0.4657534246575342
164,AUS,2.0,2.0,5.0,9.0,1980,0.0,1.0,4.0,5.0,190.0,190.0,0.0,1,363.26523589866645,0.4421768707482993
165,AUS,4.0,8.0,12.0,24.0,1984,2.0,2.0,5.0,9.0,337.0,337.0,0.0,1,351.29287730927626,0.3867924528301887
166,AUS,3.0,6.0,5.0,14.0,1988,4.0,8.0,12.0,24.0,339.0,339.0,0.0,1,565.3383948162132,0.444141689373297
167,AUS,7.0,9.0,11.0,27.0,1992,3.0,6.0,5.0,14.0,390.0,390.0,0.0,1,635.1930071827597,0.43360433604336046
168,AUS,9.0,9.0,23.0,41.0,1996,7.0,9.0,11.0,27.0,550.0,550.0,0.0,1,1345.8471797838793,0.22823529411764706
169,AUS,16.0,25.0,17.0,58.0,2000,9.0,9.0,23.0,41.0,788.0,788.0,0.0,1,1972.260121807236,0.23063973063973064
170,AUS,17.0,16.0,17.0,50.0,2004,16.0,25.0,17.0,58.0,601.0,601.0,0.0,1,3065.7814484600503,0.3050647820965842
171,AUS,14.0,15.0,17.0,46.0,2008,17.0,16.0,17.0,50.0,570.0,570.0,0.0,1,2868.2048817433206,0.22664624808575803
172,AUS,8.0,15.0,12.0,35.0,2012,14.0,15.0,17.0,46.0,514.0,514.0,0.0,1,2585.3084283003254,0.191869918699187
173,AUS,8.0,11.0,10.0,29.0,2016,8.0,15.0,12.0,35.0,518.0,518.0,0.0,1,2292.7177404729546,0.20598591549295775
174,AUS,17.0,7.0,22.0,46.0,2020,8.0,11.0,10.0,29.0,638.0,638.0,0.0,1,2070.8932442239407,0.2670157068062827
175,AUS,18.0,19.0,16.0,53.0,2024,17.0,7.0,22.0,46.0,649.0,649.0,0.0,1,3239.468284493837,0.2710413694721826
176,AUT,2.0,1.0,2.0,5.0,1896,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,,
177,AUT,0.0,3.0,3.0,6.0,1900,2.0,1.0,2.0,5.0,26.0,26.0,0.0,0,2.8194684911143884,1.0
178,AUT,1.0,1.0,1.0,3.0,1904,0.0,3.0,3.0,6.0,7.0,7.0,0.0,0,3.2095013498047837,0.8846153846153846
179,AUT,0.0,0.0,0.0,0.0,1906,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,4.402896211173222,0.0
180,AUT,0.0,0.0,1.0,1.0,1908,1.0,1.0,1.0,3.0,13.0,13.0,0.0,0,15.80173895181267,0.9787234042553191
181,AUT,0.0,2.0,2.0,4.0,1912,0.0,0.0,1.0,1.0,132.0,132.0,0.0,0,3.5404450480917826,0.8125
182,AUT,0.0,3.0,1.0,4.0,1924,0.0,2.0,2.0,4.0,56.0,56.0,0.0,0,12.490303396856332,0.9930555555555556
183,AUT,2.0,0.0,1.0,3.0,1928,0.0,3.0,1.0,4.0,113.0,113.0,0.0,0,4.709031665841025,0.9836065573770492
184,AUT,1.0,1.0,3.0,5.0,1932,2.0,0.0,1.0,3.0,33.0,33.0,0.0,0,12.77620317631408,0.9568965517241379
185,AUT,5.0,7.0,5.0,17.0,1936,1.0,1.0,3.0,5.0,363.0,363.0,0.0,0,14.127765308287774,0.6363636363636364
186,AUT,1.0,0.0,3.0,4.0,1948,5.0,7.0,5.0,17.0,239.0,239.0,0.0,0,96.17108536276562,0.9132791327913279
187,AUT,0.0,1.0,1.0,2.0,1952,1.0,0.0,3.0,4.0,238.0,238.0,0.0,0,127.95206054115476,0.7041666666666667
188,AUT,0.0,0.0,2.0,2.0,1956,0.0,1.0,1.0,2.0,57.0,57.0,0.0,0,157.56028898555456,0.4375
189,AUT,1.0,1.0,0.0,2.0,1960,0.0,0.0,2.0,2.0,198.0,198.0,0.0,0,50.9304683467376,0.6666666666666666
190,AUT,0.0,0.0,0.0,0.0,1964,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0,127.12574821216432,0.5502392344497608
191,AUT,0.0,2.0,2.0,4.0,1968,1.0,1.0,0.0,2.0,59.0,59.0,0.0,0,48.60067488997243,0.7096774193548387
192,AUT,0.0,1.0,2.0,3.0,1972,0.0,2.0,2.0,4.0,143.0,143.0,0.0,0,34.98589001891877,0.6716417910447762
193,AUT,0.0,0.0,1.0,1.0,1976,0.0,1.0,2.0,3.0,73.0,73.0,0.0,0,59.519451480687955,0.738562091503268
194,AUT,1.0,2.0,1.0,4.0,1980,0.0,0.0,1.0,1.0,92.0,92.0,0.0,0,47.61264015444839,0.5822784810126582
195,AUT,1.0,1.0,1.0,3.0,1984,1.0,2.0,1.0,4.0,130.0,130.0,0.0,0,42.49426142542502,0.7789473684210526
196,AUT,1.0,0.0,0.0,1.0,1988,1.0,1.0,1.0,3.0,96.0,96.0,0.0,0,61.484286212578326,0.7819548872180451
197,AUT,0.0,2.0,0.0,2.0,1992,1.0,0.0,0.0,1.0,127.0,127.0,0.0,0,55.171444213876654,0.6597938144329897
198,AUT,0.0,1.0,2.0,3.0,1996,0.0,2.0,0.0,2.0,92.0,92.0,0.0,0,116.90841150384796,0.5757575757575758
